"lead_id","org_id","lead_source","campaign_id","lead_created_date","converted_flag","converted_member_id","conversion_date"
9972,3995,"Paid Ads",332,2017-12-02 08:38:16,1,20882,2018-02-24 08:38:16
9973,158,"Email Campaign",533,2019-02-18 08:55:38,1,10111,2019-04-30 08:55:38
9974,4109,"Email Campaign",147,2020-06-24 08:27:41,0,NA,NA
9975,807,"Email Campaign",304,2024-11-22 07:28:32,0,NA,NA
9976,2802,"Conference Booth",168,2018-06-07 09:29:24,0,NA,NA
9977,4844,"Website",474,2020-06-02 05:05:53,0,NA,NA
9978,246,"Paid Ads",464,2024-07-05 04:40:19,1,29830,2024-08-23 04:40:19
9979,3313,"Webinar",587,2024-09-26 07:01:30,1,13144,2024-12-18 07:01:30
9980,1541,"Website",581,2017-07-31 23:46:35,0,NA,NA
9981,3898,"Paid Ads",289,2017-10-22 11:36:29,0,NA,NA
9982,384,"Social Media",322,2017-09-11 15:40:17,0,NA,NA
9983,3409,"Website",122,2019-09-04 17:32:24,0,NA,NA
9984,3745,"Email Campaign",143,2019-01-08 07:51:34,1,27257,2019-03-28 07:51:34
9985,3483,"Email Campaign",33,2020-04-10 16:16:14,1,26850,2020-06-30 16:16:14
9986,3886,"Website",492,2022-11-19 19:24:03,0,NA,NA
9987,2891,"Social Media",231,2018-10-12 12:22:39,0,NA,NA
9988,1580,"Social Media",404,2021-05-23 14:41:32,0,NA,NA
9989,2804,"Webinar",547,2018-06-25 02:12:20,0,NA,NA
9990,288,"Paid Ads",257,2023-09-01 14:12:36,1,17626,2023-10-22 14:12:36
9991,2682,"Conference Booth",489,2021-12-13 01:19:59,0,NA,NA
9992,284,"Website",406,2020-03-25 18:16:37,0,NA,NA
9993,2086,"Social Media",539,2020-04-26 01:19:44,0,NA,NA
9994,1461,"Email Campaign",181,2020-10-28 11:17:42,1,22234,2021-01-22 11:17:42
9995,1451,"Webinar",422,2024-12-18 16:44:27,0,NA,NA
9996,1828,"Email Campaign",554,2024-08-09 17:56:02,1,2536,2024-08-30 17:56:02
9997,3042,"Referral",472,2017-07-13 12:20:57,1,9186,2017-09-25 12:20:57
9998,4783,"Referral",471,2020-07-04 15:21:34,1,24923,2020-09-06 15:21:34
9999,4510,"Email Campaign",309,2018-03-22 22:21:43,0,NA,NA
10000,1741,"Paid Ads",565,2024-12-26 00:53:00,0,NA,NA
10001,4977,"Website",45,2020-10-01 03:58:20,0,NA,NA
10002,13,"Website",53,2020-04-02 15:50:24,0,NA,NA
10003,2866,"Website",82,2019-03-07 03:52:36,0,NA,NA
10004,3473,"Website",80,2023-04-24 11:30:16,0,NA,NA
10005,3978,"Paid Ads",163,2024-10-16 13:27:42,0,NA,NA
10006,3078,"Website",47,2019-12-01 04:26:24,1,2586,2019-12-15 04:26:24
10007,4852,"Paid Ads",540,2023-06-08 10:16:00,0,NA,NA
10008,2487,"Referral",436,2017-05-23 05:03:19,0,NA,NA
10009,134,"Paid Ads",239,2021-11-02 04:25:08,1,3,2021-11-13 04:25:08
10010,3112,"Email Campaign",266,2022-12-16 19:15:00,1,22328,2023-01-11 19:15:00
10011,4675,"Email Campaign",533,2021-11-27 06:21:57,1,2844,2022-01-16 06:21:57
10012,1918,"Website",180,2021-04-29 01:04:38,0,NA,NA
10013,4757,"Conference Booth",131,2020-06-08 04:15:06,1,1268,2020-07-13 04:15:06
10014,3948,"Website",481,2018-11-30 14:44:40,0,NA,NA
10015,419,"Email Campaign",102,2023-07-19 10:13:17,0,NA,NA
10016,1380,"Email Campaign",92,2018-06-14 14:01:53,0,NA,NA
10017,2414,"Paid Ads",176,2017-07-02 09:22:29,0,NA,NA
10018,2957,"Webinar",361,2021-08-02 17:26:19,0,NA,NA
10019,1741,"Email Campaign",32,2017-04-11 15:09:28,0,NA,NA
10020,2126,"Email Campaign",57,2019-12-25 00:50:21,0,NA,NA
10021,1713,"Website",584,2023-01-02 18:55:05,0,NA,NA
10022,3745,"Webinar",561,2017-04-12 05:19:12,0,NA,NA
10023,3062,"Conference Booth",292,2018-02-28 07:48:44,1,26688,2018-04-01 07:48:44
10024,614,"Website",595,2020-02-02 07:57:58,0,NA,NA
10025,4476,"Conference Booth",476,2019-05-03 08:58:02,0,NA,NA
10026,2995,"Paid Ads",449,2018-11-18 05:05:38,0,NA,NA
10027,2049,"Website",518,2021-03-21 16:03:02,1,2814,2021-04-23 16:03:02
10028,547,"Email Campaign",357,2017-02-18 07:28:16,1,5193,2017-04-08 07:28:16
10029,3642,"Email Campaign",15,2017-04-20 10:59:18,0,NA,NA
10030,3107,"Paid Ads",170,2017-10-15 12:49:00,0,NA,NA
10031,4086,"Email Campaign",265,2022-02-27 18:24:00,0,NA,NA
10032,3288,"Paid Ads",66,2020-02-18 11:50:38,1,18847,2020-04-13 11:50:38
10033,3859,"Website",445,2017-06-27 08:33:41,1,11386,2017-08-23 08:33:41
10034,2547,"Paid Ads",573,2020-10-13 06:54:49,1,3387,2020-10-28 06:54:49
10035,2318,"Paid Ads",549,2018-12-09 09:51:44,0,NA,NA
10036,4778,"Conference Booth",283,2020-01-15 03:52:22,0,NA,NA
10037,4728,"Website",354,2024-02-28 19:23:54,1,13040,2024-03-23 19:23:54
10038,4521,"Webinar",396,2019-04-07 00:05:07,0,NA,NA
10039,3572,"Website",559,2021-11-27 14:50:01,0,NA,NA
10040,1898,"Conference Booth",10,2022-01-01 19:12:42,0,NA,NA
10041,3070,"Webinar",524,2024-02-17 11:17:08,1,1218,2024-04-08 11:17:08
10042,2989,"Email Campaign",551,2022-05-13 23:36:10,0,NA,NA
10043,4038,"Referral",392,2018-12-25 07:24:39,0,NA,NA
10044,305,"Webinar",247,2021-08-02 01:22:21,0,NA,NA
10045,3380,"Email Campaign",165,2023-11-17 02:50:34,1,21962,2023-12-01 02:50:34
10046,1644,"Email Campaign",333,2022-01-23 21:38:20,0,NA,NA
10047,151,"Email Campaign",271,2021-09-30 09:22:11,0,NA,NA
10048,1355,"Paid Ads",158,2022-03-10 13:41:03,0,NA,NA
10049,1285,"Email Campaign",3,2022-12-05 06:36:20,1,1722,2023-02-02 06:36:20
10050,1667,"Website",184,2020-08-14 08:02:40,1,6522,2020-09-09 08:02:40
10051,3695,"Email Campaign",435,2022-08-26 17:23:25,1,18168,2022-10-03 17:23:25
10052,4610,"Referral",136,2017-12-28 04:30:04,0,NA,NA
10053,3108,"Website",314,2024-04-21 07:53:52,1,13198,2024-05-25 07:53:52
10054,4738,"Conference Booth",573,2024-09-18 19:50:06,0,NA,NA
10055,3652,"Referral",526,2020-07-23 04:10:14,0,NA,NA
10056,3702,"Conference Booth",567,2024-10-05 19:42:39,0,NA,NA
10057,3952,"Website",360,2022-08-04 15:17:25,0,NA,NA
10058,3818,"Email Campaign",167,2020-08-09 23:34:45,1,8226,2020-10-02 23:34:45
10059,631,"Website",304,2024-04-21 23:18:46,0,NA,NA
10060,3737,"Conference Booth",443,2019-11-24 03:31:48,0,NA,NA
10061,1254,"Social Media",131,2024-04-09 23:18:59,0,NA,NA
10062,3973,"Website",307,2018-12-19 09:03:36,0,NA,NA
10063,113,"Website",189,2017-04-03 23:15:04,0,NA,NA
10064,4918,"Referral",420,2018-03-21 15:22:18,0,NA,NA
10065,454,"Webinar",139,2023-02-10 08:56:12,0,NA,NA
10066,2658,"Webinar",485,2021-12-26 16:12:18,0,NA,NA
10067,4034,"Conference Booth",119,2020-02-24 18:24:57,0,NA,NA
10068,3922,"Conference Booth",101,2024-06-19 23:53:03,1,20440,2024-08-30 23:53:03
10069,1995,"Email Campaign",61,2022-12-06 16:08:35,0,NA,NA
10070,1690,"Website",243,2020-08-04 00:31:42,1,15969,2020-09-13 00:31:42
10071,1345,"Webinar",394,2021-03-29 14:29:23,1,5253,2021-05-26 14:29:23
10072,3255,"Paid Ads",573,2020-04-21 07:18:56,1,3033,2020-05-09 07:18:56
10073,1595,"Website",365,2023-10-16 01:56:58,0,NA,NA
10074,457,"Paid Ads",36,2017-08-30 18:15:20,0,NA,NA
10075,4756,"Paid Ads",542,2023-11-02 00:45:21,1,13329,2023-12-12 00:45:21
10076,2473,"Website",565,2024-07-23 05:29:01,0,NA,NA
10077,4761,"Website",375,2017-11-11 08:04:54,0,NA,NA
10078,592,"Website",528,2019-04-03 03:41:02,0,NA,NA
10079,4869,"Webinar",463,2023-01-19 20:15:21,0,NA,NA
10080,1853,"Referral",243,2021-11-19 04:29:26,1,20239,2022-02-06 04:29:26
10081,1550,"Email Campaign",68,2019-10-26 22:08:07,0,NA,NA
10082,3971,"Referral",152,2023-04-12 05:32:09,0,NA,NA
10083,1729,"Email Campaign",135,2022-11-19 01:12:48,0,NA,NA
10084,2115,"Website",527,2020-06-30 19:56:13,0,NA,NA
10085,4154,"Webinar",251,2023-08-23 19:07:40,0,NA,NA
10086,649,"Website",219,2021-04-25 01:24:50,0,NA,NA
10087,2842,"Conference Booth",191,2020-05-29 20:16:11,0,NA,NA
10088,3969,"Email Campaign",52,2021-06-21 01:29:41,0,NA,NA
10089,4572,"Email Campaign",252,2017-11-26 09:57:48,1,23330,2018-01-10 09:57:48
10090,2235,"Paid Ads",434,2024-08-31 22:32:45,0,NA,NA
10091,3723,"Email Campaign",289,2021-09-02 04:39:28,0,NA,NA
10092,1923,"Social Media",288,2024-04-16 13:17:14,0,NA,NA
10093,4229,"Conference Booth",382,2022-02-27 02:21:26,0,NA,NA
10094,3241,"Email Campaign",139,2023-07-16 03:35:33,1,26254,2023-09-12 03:35:33
10095,2196,"Webinar",160,2021-03-28 17:52:32,1,17612,2021-06-04 17:52:32
10096,877,"Webinar",7,2018-03-28 18:46:06,0,NA,NA
10097,1867,"Paid Ads",87,2024-05-22 14:45:03,0,NA,NA
10098,1268,"Email Campaign",545,2022-08-20 12:14:35,0,NA,NA
10099,4248,"Website",149,2021-01-11 07:45:44,0,NA,NA
10100,4291,"Email Campaign",186,2020-06-29 07:27:26,0,NA,NA
10101,1592,"Referral",191,2018-04-02 00:53:04,1,16807,2018-05-27 00:53:04
10102,965,"Conference Booth",332,2023-05-04 22:56:31,0,NA,NA
10103,1708,"Conference Booth",532,2018-09-04 16:29:20,1,25903,2018-09-14 16:29:20
10104,1999,"Webinar",156,2019-10-15 00:44:03,0,NA,NA
10105,4615,"Referral",328,2018-11-16 07:15:16,0,NA,NA
10106,2035,"Website",502,2018-01-14 02:38:38,0,NA,NA
10107,942,"Website",131,2022-02-02 05:24:15,0,NA,NA
10108,939,"Paid Ads",375,2019-04-04 05:37:20,0,NA,NA
10109,177,"Webinar",39,2023-02-18 10:42:40,0,NA,NA
10110,2686,"Email Campaign",315,2019-12-26 12:35:53,0,NA,NA
10111,4113,"Social Media",9,2017-05-16 06:03:02,0,NA,NA
10112,3332,"Paid Ads",550,2017-11-05 00:18:13,0,NA,NA
10113,4217,"Website",96,2017-07-23 07:09:37,0,NA,NA
10114,1597,"Email Campaign",526,2024-10-31 17:32:12,0,NA,NA
10115,742,"Webinar",336,2022-01-01 02:09:03,0,NA,NA
10116,1559,"Referral",10,2017-07-29 19:09:25,0,NA,NA
10117,4908,"Conference Booth",192,2024-01-25 22:36:51,0,NA,NA
10118,3004,"Website",530,2024-05-29 20:56:05,0,NA,NA
10119,2397,"Conference Booth",320,2019-01-08 01:08:22,0,NA,NA
10120,538,"Paid Ads",442,2019-08-03 09:15:58,1,25203,2019-08-22 09:15:58
10121,1884,"Website",512,2022-12-04 02:27:09,0,NA,NA
10122,726,"Social Media",367,2024-01-08 05:33:49,0,NA,NA
10123,2981,"Webinar",97,2022-12-25 23:21:56,1,26912,2023-02-12 23:21:56
10124,4626,"Social Media",293,2018-01-10 14:04:39,0,NA,NA
10125,3090,"Webinar",404,2022-12-12 17:24:21,0,NA,NA
10126,63,"Social Media",460,2021-04-28 21:22:20,1,26655,2021-05-28 21:22:20
10127,3473,"Website",305,2018-05-12 08:08:39,0,NA,NA
10128,4734,"Webinar",136,2018-04-25 15:18:56,1,27580,2018-07-03 15:18:56
10129,1605,"Website",399,2020-01-30 22:34:42,0,NA,NA
10130,529,"Referral",3,2022-12-01 05:34:38,0,NA,NA
10131,1106,"Referral",599,2024-01-19 18:06:37,1,13800,2024-03-01 18:06:37
10132,3008,"Webinar",308,2018-02-20 01:05:01,0,NA,NA
10133,148,"Paid Ads",203,2017-11-01 04:33:26,0,NA,NA
10134,2821,"Website",574,2020-01-30 20:31:03,0,NA,NA
10135,1591,"Conference Booth",438,2018-11-26 20:22:43,0,NA,NA
10136,2125,"Website",498,2019-09-19 19:40:13,0,NA,NA
10137,973,"Website",494,2019-03-18 22:02:21,0,NA,NA
10138,3939,"Website",196,2020-02-24 13:02:02,0,NA,NA
10139,245,"Website",146,2020-01-19 20:23:17,0,NA,NA
10140,3160,"Website",304,2019-12-04 03:37:55,0,NA,NA
10141,717,"Email Campaign",312,2023-06-28 16:10:41,0,NA,NA
10142,1460,"Webinar",224,2018-04-20 17:26:57,0,NA,NA
10143,1561,"Email Campaign",389,2021-10-12 23:58:08,1,12864,2021-12-20 23:58:08
10144,1689,"Email Campaign",493,2017-04-23 13:01:02,0,NA,NA
10145,1717,"Conference Booth",108,2019-11-12 06:42:08,0,NA,NA
10146,4064,"Website",146,2017-02-09 22:17:18,1,13193,2017-04-29 22:17:18
10147,3807,"Website",413,2022-06-20 01:54:12,1,1578,2022-09-17 01:54:12
10148,1696,"Conference Booth",256,2024-07-22 12:00:33,0,NA,NA
10149,3731,"Social Media",482,2020-02-11 02:36:52,1,26573,2020-05-09 02:36:52
10150,1874,"Website",149,2017-03-13 05:49:27,0,NA,NA
10151,4326,"Website",553,2021-03-01 13:06:52,1,6716,2021-04-19 13:06:52
10152,3715,"Webinar",182,2020-07-09 17:13:43,0,NA,NA
10153,823,"Email Campaign",383,2023-03-03 18:17:39,0,NA,NA
10154,2014,"Email Campaign",455,2020-11-20 16:15:38,0,NA,NA
10155,4756,"Conference Booth",18,2021-06-13 19:52:43,1,16918,2021-07-10 19:52:43
10156,4819,"Website",565,2020-09-10 02:24:35,0,NA,NA
10157,3930,"Email Campaign",318,2019-08-31 06:32:11,0,NA,NA
10158,4547,"Webinar",231,2020-04-29 18:18:05,0,NA,NA
10159,4717,"Referral",477,2023-09-14 09:58:42,1,3455,2023-11-11 09:58:42
10160,169,"Email Campaign",537,2018-01-31 16:15:17,1,21528,2018-04-18 16:15:17
10161,4811,"Social Media",562,2018-12-08 13:21:59,0,NA,NA
10162,509,"Email Campaign",146,2020-06-18 21:15:07,0,NA,NA
10163,4758,"Email Campaign",232,2020-11-24 22:40:29,0,NA,NA
10164,4794,"Webinar",521,2020-01-31 15:39:49,0,NA,NA
10165,3408,"Referral",75,2024-04-24 23:02:00,1,23301,2024-06-12 23:02:00
10166,1348,"Webinar",469,2023-11-04 02:44:12,0,NA,NA
10167,341,"Paid Ads",527,2018-07-18 11:10:11,0,NA,NA
10168,2900,"Conference Booth",304,2023-12-01 06:57:53,0,NA,NA
10169,3126,"Webinar",84,2021-05-19 11:39:30,0,NA,NA
10170,3336,"Webinar",278,2022-03-30 11:48:23,0,NA,NA
10171,3121,"Conference Booth",380,2023-04-29 21:50:19,0,NA,NA
10172,365,"Paid Ads",174,2019-01-04 15:02:34,0,NA,NA
10173,2412,"Website",410,2024-01-08 02:19:49,0,NA,NA
10174,3312,"Referral",125,2020-01-02 00:55:27,0,NA,NA
10175,3158,"Referral",595,2020-09-03 09:34:18,0,NA,NA
10176,2270,"Paid Ads",466,2019-05-25 03:59:37,0,NA,NA
10177,3038,"Paid Ads",86,2021-04-06 09:54:18,1,1603,2021-04-29 09:54:18
10178,3408,"Webinar",141,2022-11-01 03:20:28,0,NA,NA
10179,2813,"Email Campaign",329,2017-07-31 05:36:18,0,NA,NA
10180,260,"Email Campaign",580,2021-01-09 15:22:51,0,NA,NA
10181,2524,"Paid Ads",218,2023-03-10 03:21:52,0,NA,NA
10182,2675,"Email Campaign",87,2023-07-02 11:20:39,0,NA,NA
10183,2039,"Email Campaign",358,2019-12-16 02:23:54,0,NA,NA
10184,3461,"Email Campaign",196,2021-03-07 07:35:58,0,NA,NA
10185,1786,"Website",348,2022-09-15 05:01:49,0,NA,NA
10186,1450,"Webinar",171,2022-03-02 04:29:06,0,NA,NA
10187,2136,"Email Campaign",90,2023-11-16 21:29:14,1,9402,2023-12-15 21:29:14
10188,4750,"Email Campaign",419,2024-03-26 04:59:39,1,4248,2024-06-18 04:59:39
10189,2800,"Webinar",508,2019-05-01 11:00:02,0,NA,NA
10190,1448,"Referral",205,2020-06-03 21:32:03,0,NA,NA
10191,1195,"Email Campaign",524,2021-10-05 20:29:51,0,NA,NA
10192,2215,"Email Campaign",129,2017-04-08 21:10:29,0,NA,NA
10193,4031,"Website",475,2017-01-05 01:54:48,0,NA,NA
10194,1439,"Paid Ads",488,2021-11-19 00:31:22,1,20112,2022-02-11 00:31:22
10195,2461,"Website",13,2019-03-22 09:49:35,0,NA,NA
10196,4716,"Website",106,2023-07-13 12:46:09,1,5607,2023-08-18 12:46:09
10197,4201,"Website",365,2022-09-28 14:30:43,0,NA,NA
10198,165,"Website",188,2023-06-06 21:42:32,1,26477,2023-07-07 21:42:32
10199,851,"Conference Booth",344,2023-12-03 11:53:38,0,NA,NA
10200,23,"Email Campaign",250,2022-09-16 14:05:27,0,NA,NA
10201,1749,"Webinar",422,2020-05-11 05:43:01,0,NA,NA
10202,133,"Website",597,2020-07-26 07:11:13,0,NA,NA
10203,1128,"Webinar",55,2017-07-28 02:31:39,0,NA,NA
10204,708,"Email Campaign",468,2019-01-27 20:30:47,0,NA,NA
10205,1066,"Webinar",279,2018-08-28 02:07:43,0,NA,NA
10206,1399,"Website",274,2021-11-17 23:52:50,0,NA,NA
10207,1869,"Webinar",304,2019-07-17 09:57:45,1,10055,2019-09-01 09:57:45
10208,4296,"Email Campaign",71,2017-06-04 04:09:04,0,NA,NA
10209,4732,"Paid Ads",214,2019-02-27 13:24:48,0,NA,NA
10210,503,"Email Campaign",357,2023-04-23 11:22:45,0,NA,NA
10211,2121,"Social Media",401,2017-11-13 16:01:57,1,15399,2018-02-08 16:01:57
10212,4241,"Social Media",459,2024-10-07 21:14:32,0,NA,NA
10213,2250,"Paid Ads",265,2021-07-08 20:33:03,0,NA,NA
10214,1928,"Paid Ads",144,2024-06-29 09:51:04,0,NA,NA
10215,4620,"Webinar",424,2018-05-11 21:32:57,1,8930,2018-08-06 21:32:57
10216,2640,"Email Campaign",413,2017-05-19 11:51:07,1,17565,2017-07-09 11:51:07
10217,1293,"Email Campaign",88,2019-03-07 06:41:56,0,NA,NA
10218,1782,"Conference Booth",318,2022-10-06 05:09:46,0,NA,NA
10219,4767,"Website",398,2024-10-25 14:18:56,0,NA,NA
10220,3287,"Conference Booth",170,2024-09-06 13:44:19,0,NA,NA
10221,2137,"Website",94,2021-10-21 05:25:39,0,NA,NA
10222,2233,"Paid Ads",308,2017-06-01 16:05:19,0,NA,NA
10223,1537,"Email Campaign",313,2020-06-23 11:10:45,1,7547,2020-08-29 11:10:45
10224,2886,"Email Campaign",125,2022-07-31 06:37:18,0,NA,NA
10225,809,"Email Campaign",40,2024-12-10 17:42:01,0,NA,NA
10226,1002,"Webinar",352,2022-12-10 13:32:00,0,NA,NA
10227,3019,"Referral",312,2021-07-05 15:46:58,0,NA,NA
10228,4215,"Conference Booth",324,2023-02-25 20:27:28,1,21973,2023-03-17 20:27:28
10229,4660,"Paid Ads",276,2020-10-28 06:27:22,0,NA,NA
10230,2317,"Email Campaign",43,2023-08-15 20:03:38,0,NA,NA
10231,4212,"Email Campaign",77,2023-01-12 13:52:12,0,NA,NA
10232,879,"Webinar",501,2024-06-29 12:12:29,0,NA,NA
10233,2704,"Website",593,2018-11-21 19:40:34,1,29593,2019-01-02 19:40:34
10234,2430,"Email Campaign",474,2024-05-10 14:17:29,0,NA,NA
10235,4991,"Website",162,2020-03-06 00:58:18,1,28676,2020-04-23 00:58:18
10236,4350,"Email Campaign",593,2017-06-17 08:25:23,0,NA,NA
10237,1391,"Website",428,2022-01-31 00:14:31,1,28554,2022-03-27 00:14:31
10238,2281,"Referral",153,2020-10-30 18:56:54,0,NA,NA
10239,4068,"Email Campaign",379,2020-06-30 08:46:27,1,26203,2020-09-14 08:46:27
10240,2891,"Email Campaign",109,2019-06-07 20:15:10,0,NA,NA
10241,1280,"Email Campaign",197,2020-09-15 10:03:01,0,NA,NA
10242,259,"Paid Ads",482,2023-03-06 06:55:20,0,NA,NA
10243,2912,"Referral",396,2017-01-10 03:35:46,0,NA,NA
10244,1471,"Email Campaign",571,2017-05-17 16:26:04,0,NA,NA
10245,2341,"Email Campaign",97,2019-06-25 02:18:31,0,NA,NA
10246,356,"Social Media",250,2021-07-13 16:01:26,1,2588,2021-10-04 16:01:26
10247,3008,"Conference Booth",224,2022-05-13 00:16:18,0,NA,NA
10248,1978,"Webinar",140,2017-01-09 10:47:30,1,27636,2017-02-17 10:47:30
10249,4064,"Referral",261,2017-08-19 09:46:58,1,15010,2017-10-12 09:46:58
10250,3712,"Social Media",385,2017-10-07 00:06:36,0,NA,NA
10251,3719,"Website",111,2019-09-15 16:03:44,0,NA,NA
10252,2729,"Email Campaign",362,2021-03-14 23:10:15,0,NA,NA
10253,1725,"Website",514,2022-10-04 18:49:06,0,NA,NA
10254,3201,"Paid Ads",537,2017-04-29 06:37:20,0,NA,NA
10255,3435,"Website",380,2020-04-28 05:18:36,1,14136,2020-05-22 05:18:36
10256,4039,"Conference Booth",225,2022-01-02 18:55:52,0,NA,NA
10257,4981,"Conference Booth",414,2018-12-09 13:46:24,0,NA,NA
10258,3999,"Website",243,2022-05-08 02:28:34,0,NA,NA
10259,1033,"Website",217,2019-12-11 02:47:02,1,23333,2020-01-11 02:47:02
10260,633,"Website",112,2024-11-03 04:14:38,0,NA,NA
10261,1991,"Paid Ads",302,2021-09-20 21:46:08,0,NA,NA
10262,1735,"Referral",37,2017-12-16 06:06:18,0,NA,NA
10263,2420,"Webinar",354,2017-11-17 03:02:09,0,NA,NA
10264,2633,"Referral",272,2023-03-15 11:00:17,1,823,2023-06-03 11:00:17
10265,1069,"Website",452,2023-03-12 20:40:00,1,18446,2023-06-03 20:40:00
10266,2502,"Email Campaign",30,2022-04-13 00:28:32,0,NA,NA
10267,3190,"Email Campaign",77,2023-04-09 02:30:30,0,NA,NA
10268,1658,"Social Media",343,2017-11-15 01:27:37,0,NA,NA
10269,3392,"Paid Ads",224,2019-03-31 01:07:36,0,NA,NA
10270,4086,"Webinar",320,2023-02-23 22:08:30,0,NA,NA
10271,574,"Referral",407,2024-08-24 06:26:51,0,NA,NA
10272,3992,"Website",21,2019-03-11 04:37:17,0,NA,NA
10273,2131,"Website",340,2022-11-29 10:40:12,1,27290,2023-01-18 10:40:12
10274,3722,"Social Media",155,2023-10-10 15:57:48,0,NA,NA
10275,3860,"Email Campaign",250,2019-11-15 12:51:42,1,4429,2019-12-16 12:51:42
10276,4023,"Email Campaign",444,2022-08-21 03:03:56,0,NA,NA
10277,3031,"Webinar",93,2021-09-08 15:45:43,0,NA,NA
10278,644,"Email Campaign",319,2018-05-26 21:39:20,1,10344,2018-06-12 21:39:20
10279,397,"Webinar",570,2022-11-01 11:47:42,0,NA,NA
10280,2523,"Email Campaign",14,2017-06-25 05:08:56,0,NA,NA
10281,3043,"Website",126,2018-10-23 12:29:16,0,NA,NA
10282,2719,"Conference Booth",55,2019-02-18 08:38:27,0,NA,NA
10283,1948,"Referral",302,2019-10-01 05:44:48,1,1342,2019-10-24 05:44:48
10284,2254,"Website",543,2024-11-24 21:10:40,1,21089,2025-01-18 21:10:40
10285,3982,"Website",65,2024-08-02 19:14:26,0,NA,NA
10286,661,"Website",273,2023-06-07 05:56:02,0,NA,NA
10287,4201,"Email Campaign",359,2022-08-18 00:22:07,0,NA,NA
10288,942,"Webinar",512,2020-05-14 09:11:30,0,NA,NA
10289,2795,"Referral",467,2020-02-18 21:22:01,0,NA,NA
10290,1993,"Website",564,2023-03-04 11:49:52,0,NA,NA
10291,4811,"Paid Ads",85,2021-10-08 01:54:44,0,NA,NA
10292,1650,"Email Campaign",147,2021-03-24 13:44:09,0,NA,NA
10293,3340,"Website",120,2018-06-05 06:38:41,0,NA,NA
10294,2146,"Referral",427,2024-07-14 06:29:37,0,NA,NA
10295,665,"Email Campaign",379,2024-11-09 12:40:52,0,NA,NA
10296,4952,"Website",103,2017-01-10 13:03:53,1,19095,2017-03-01 13:03:53
10297,2994,"Email Campaign",147,2018-05-25 22:27:35,1,21882,2018-07-21 22:27:35
10298,4247,"Paid Ads",3,2021-09-24 18:45:14,0,NA,NA
10299,83,"Webinar",22,2018-06-07 20:43:59,0,NA,NA
10300,2660,"Conference Booth",361,2020-02-20 15:47:09,1,9244,2020-05-13 15:47:09
10301,889,"Referral",62,2020-11-14 10:45:50,1,16874,2021-01-12 10:45:50
10302,979,"Paid Ads",314,2023-05-27 14:50:35,1,11205,2023-06-07 14:50:35
10303,2311,"Website",337,2024-07-27 17:49:54,0,NA,NA
10304,1325,"Paid Ads",128,2024-01-24 16:25:52,1,9560,2024-04-12 16:25:52
10305,4630,"Paid Ads",542,2021-07-15 12:17:03,0,NA,NA
10306,3275,"Website",545,2020-10-03 11:25:20,0,NA,NA
10307,1712,"Social Media",96,2024-05-25 23:46:14,1,27844,2024-08-01 23:46:14
10308,1780,"Paid Ads",417,2021-07-24 03:11:35,0,NA,NA
10309,4818,"Website",488,2017-01-17 05:01:09,1,7881,2017-03-23 05:01:09
10310,3218,"Webinar",59,2024-06-05 19:50:30,0,NA,NA
10311,569,"Paid Ads",313,2024-02-18 10:20:16,1,4899,2024-03-06 10:20:16
10312,1207,"Email Campaign",174,2017-12-15 17:42:28,0,NA,NA
10313,3731,"Referral",217,2017-11-27 05:56:28,1,28359,2018-02-07 05:56:28
10314,4413,"Website",340,2024-03-13 18:15:57,0,NA,NA
10315,1882,"Email Campaign",335,2023-07-16 01:19:05,0,NA,NA
10316,791,"Email Campaign",165,2020-12-27 20:05:33,0,NA,NA
10317,3810,"Paid Ads",86,2018-03-12 08:31:02,0,NA,NA
10318,837,"Paid Ads",374,2021-11-27 20:03:42,0,NA,NA
10319,4991,"Website",126,2023-11-09 09:08:19,0,NA,NA
10320,1711,"Webinar",266,2021-02-24 11:01:01,0,NA,NA
10321,978,"Referral",434,2021-11-01 02:10:55,0,NA,NA
10322,3738,"Email Campaign",177,2021-04-16 05:55:10,0,NA,NA
10323,2381,"Referral",267,2019-07-09 11:05:13,1,7377,2019-09-11 11:05:13
10324,3948,"Email Campaign",214,2019-10-12 16:02:07,0,NA,NA
10325,1897,"Social Media",265,2020-11-15 09:48:51,0,NA,NA
10326,985,"Paid Ads",274,2022-06-20 06:48:45,0,NA,NA
10327,1855,"Website",193,2023-02-05 04:57:50,0,NA,NA
10328,2325,"Referral",340,2017-05-16 22:10:00,0,NA,NA
10329,618,"Paid Ads",256,2019-11-18 03:40:18,0,NA,NA
10330,688,"Social Media",522,2022-06-07 09:52:33,1,7209,2022-07-11 09:52:33
10331,2512,"Paid Ads",478,2019-05-05 00:15:09,0,NA,NA
10332,3171,"Email Campaign",68,2018-08-26 11:36:44,0,NA,NA
10333,1824,"Website",349,2024-12-20 18:06:15,0,NA,NA
10334,1901,"Website",53,2021-08-03 12:12:06,0,NA,NA
10335,3968,"Referral",106,2021-04-30 21:34:49,0,NA,NA
10336,2031,"Email Campaign",362,2019-02-24 21:27:16,1,13158,2019-03-08 21:27:16
10337,4114,"Email Campaign",311,2024-08-22 00:24:47,0,NA,NA
10338,3212,"Webinar",429,2017-10-28 07:33:54,0,NA,NA
10339,1113,"Email Campaign",423,2021-02-03 17:42:50,0,NA,NA
