"org_id","org_name","org_type","org_size_band","state","created_date"
859,"Practice_859","Physical Therapy","Solo","FL",2021-05-18 02:36:29
860,"Practice_860","Dental","2-5","WA",2017-08-02 09:26:55
861,"Practice_861","Family Medicine","2-5","NC",2021-07-10 16:31:03
862,"Practice_862","Physical Therapy","2-5","WA",2024-12-02 05:06:19
863,"Practice_863","Physical Therapy","Solo","AZ",2016-08-19 23:29:13
864,"Practice_864","Physical Therapy","2-5","GA",2020-07-27 03:14:21
865,"Practice_865","Physical Therapy","2-5","GA",2020-05-03 01:54:12
866,"Practice_866","Physical Therapy","2-5","WA",2020-12-06 19:00:16
867,"Practice_867","Dental","2-5","NC",2015-10-26 12:38:24
868,"Practice_868","Dental","Solo","AZ",2016-10-23 00:52:08
869,"Practice_869","Family Medicine","6-20","CO",2020-12-12 09:49:49
870,"Practice_870","Family Medicine","2-5","CO",2015-09-12 06:54:11
871,"Practice_871","Pediatrics","Solo","AZ",2018-04-14 14:14:34
872,"Practice_872","Pediatrics","Solo","CA",2017-07-28 17:42:49
873,"Practice_873","Orthopedics","2-5","NC",2022-11-06 09:32:27
874,"Practice_874","Physical Therapy","6-20","CO",2022-08-17 05:21:06
875,"Practice_875","Dental","2-5","CA",2019-08-01 03:10:53
876,"Practice_876","Dental","Solo","NC",2016-06-28 08:08:10
877,"Practice_877","Orthopedics","6-20","AZ",2022-02-27 08:04:12
878,"Practice_878","Orthopedics","2-5","IL",2019-05-15 18:15:08
879,"Practice_879","Dental","2-5","CA",2021-11-14 23:51:38
880,"Practice_880","Dental","2-5","CA",2019-06-20 17:35:03
881,"Practice_881","Dental","Solo","WA",2022-10-19 01:58:52
882,"Practice_882","Orthopedics","2-5","NY",2019-07-29 09:13:05
883,"Practice_883","Dental","Solo","NY",2016-04-07 03:42:37
884,"Practice_884","Dental","20+","NC",2023-08-19 13:39:08
885,"Practice_885","Family Medicine","2-5","WA",2022-11-04 19:13:51
886,"Practice_886","Dental","2-5","GA",2024-01-07 12:55:44
887,"Practice_887","Orthopedics","2-5","FL",2017-08-28 09:45:03
888,"Practice_888","Dental","6-20","IL",2023-11-05 23:50:57
889,"Practice_889","Dental","6-20","FL",2020-11-10 14:38:15
890,"Practice_890","Dental","2-5","CA",2018-03-04 18:20:52
891,"Practice_891","Orthopedics","2-5","TX",2015-02-25 07:00:31
892,"Practice_892","Family Medicine","2-5","CO",2020-07-07 02:20:20
893,"Practice_893","Family Medicine","2-5","CO",2018-04-25 07:33:27
894,"Practice_894","Pediatrics","Solo","WA",2018-10-16 10:42:32
895,"Practice_895","Orthopedics","2-5","NY",2017-10-08 10:07:37
896,"Practice_896","Dental","Solo","TX",2022-08-02 03:27:29
897,"Practice_897","Pediatrics","6-20","WA",2019-09-30 19:04:34
898,"Practice_898","Family Medicine","Solo","CA",2022-10-25 18:01:01
899,"Practice_899","Dental","20+","TX",2022-07-21 14:32:17
900,"Practice_900","Dental","2-5","CO",2015-01-19 20:01:35
901,"Practice_901","Dental","2-5","NC",2019-11-03 14:07:24
902,"Practice_902","Dental","2-5","CA",2024-12-22 02:23:04
903,"Practice_903","Dental","Solo","WA",2022-01-15 20:17:05
904,"Practice_904","Physical Therapy","Solo","GA",2018-07-18 04:57:28
905,"Practice_905","Physical Therapy","Solo","AZ",2020-08-21 17:15:18
906,"Practice_906","Family Medicine","2-5","CA",2023-05-13 07:47:18
907,"Practice_907","Family Medicine","2-5","CA",2017-07-06 22:40:45
908,"Practice_908","Pediatrics","6-20","GA",2021-11-02 03:45:08
909,"Practice_909","Pediatrics","Solo","IL",2023-06-08 19:05:43
910,"Practice_910","Pediatrics","Solo","NC",2018-02-28 20:17:35
911,"Practice_911","Physical Therapy","2-5","GA",2016-10-12 05:30:30
912,"Practice_912","Pediatrics","6-20","FL",2023-08-06 02:54:45
913,"Practice_913","Orthopedics","2-5","FL",2022-08-04 13:27:45
914,"Practice_914","Physical Therapy","2-5","CA",2017-03-08 21:08:00
915,"Practice_915","Physical Therapy","2-5","IL",2019-03-17 21:50:07
916,"Practice_916","Physical Therapy","Solo","CO",2022-08-11 02:01:56
917,"Practice_917","Pediatrics","20+","IL",2021-11-02 18:59:21
918,"Practice_918","Family Medicine","2-5","FL",2022-02-19 08:42:17
919,"Practice_919","Family Medicine","Solo","IL",2022-12-29 08:06:31
920,"Practice_920","Dental","2-5","IL",2021-03-09 22:15:10
921,"Practice_921","Family Medicine","Solo","NC",2018-09-04 07:21:33
922,"Practice_922","Physical Therapy","20+","CA",2021-12-07 10:47:18
923,"Practice_923","Family Medicine","Solo","NC",2019-09-29 05:00:56
924,"Practice_924","Family Medicine","2-5","CO",2018-08-25 09:07:28
925,"Practice_925","Physical Therapy","Solo","CO",2020-01-24 15:05:15
926,"Practice_926","Dental","2-5","FL",2021-12-30 00:39:22
927,"Practice_927","Pediatrics","6-20","WA",2023-10-28 06:09:18
928,"Practice_928","Physical Therapy","2-5","GA",2019-08-31 03:47:15
929,"Practice_929","Orthopedics","2-5","NY",2017-12-24 06:20:53
930,"Practice_930","Pediatrics","6-20","CA",2017-02-25 09:03:59
931,"Practice_931","Dental","Solo","WA",2017-04-07 21:28:29
932,"Practice_932","Family Medicine","Solo","CA",2016-07-24 22:57:29
933,"Practice_933","Dermatology","Solo","GA",2018-05-29 00:06:46
934,"Practice_934","Physical Therapy","20+","GA",2018-05-21 08:46:04
935,"Practice_935","Dental","Solo","TX",2024-08-12 17:47:26
936,"Practice_936","Pediatrics","2-5","NC",2022-02-28 09:57:36
937,"Practice_937","Dental","2-5","FL",2016-04-02 01:26:16
938,"Practice_938","Family Medicine","Solo","TX",2020-03-25 12:28:45
939,"Practice_939","Dental","Solo","CO",2017-05-14 09:34:45
940,"Practice_940","Physical Therapy","Solo","NY",2024-04-14 14:57:30
941,"Practice_941","Pediatrics","2-5","FL",2019-02-09 08:39:15
942,"Practice_942","Physical Therapy","Solo","CO",2018-03-10 11:18:45
943,"Practice_943","Orthopedics","Solo","IL",2021-12-21 12:43:16
944,"Practice_944","Family Medicine","6-20","NC",2016-01-11 19:43:30
945,"Practice_945","Dental","20+","NC",2022-02-11 05:51:09
946,"Practice_946","Dental","Solo","NC",2023-11-18 20:28:29
947,"Practice_947","Dental","Solo","TX",2020-01-28 02:11:48
948,"Practice_948","Family Medicine","Solo","AZ",2024-06-05 08:58:48
949,"Practice_949","Family Medicine","2-5","WA",2019-10-02 10:26:06
950,"Practice_950","Physical Therapy","6-20","GA",2016-12-07 05:48:54
951,"Practice_951","Orthopedics","Solo","NY",2022-06-09 05:11:55
952,"Practice_952","Orthopedics","Solo","GA",2017-01-23 01:27:55
953,"Practice_953","Dental","6-20","AZ",2019-08-19 20:18:09
954,"Practice_954","Family Medicine","2-5","IL",2017-04-19 18:33:34
955,"Practice_955","Physical Therapy","Solo","IL",2023-05-15 08:22:11
956,"Practice_956","Pediatrics","2-5","IL",2017-11-01 16:44:01
957,"Practice_957","Physical Therapy","Solo","FL",2015-02-01 21:29:08
958,"Practice_958","Dental","Solo","CO",2015-08-15 20:09:04
959,"Practice_959","Dental","6-20","CO",2016-04-27 18:26:48
960,"Practice_960","Orthopedics","6-20","IL",2016-02-10 07:03:35
961,"Practice_961","Dental","2-5","NY",2024-06-22 02:42:42
962,"Practice_962","Orthopedics","6-20","TX",2016-06-08 08:14:57
963,"Practice_963","Dental","2-5","NY",2018-05-20 07:00:48
964,"Practice_964","Pediatrics","6-20","NY",2024-04-01 02:00:43
965,"Practice_965","Pediatrics","2-5","CO",2017-01-05 13:36:12
966,"Practice_966","Pediatrics","6-20","NC",2020-03-11 02:52:57
967,"Practice_967","Orthopedics","6-20","NY",2018-03-22 03:04:48
968,"Practice_968","Pediatrics","Solo","NY",2020-01-14 15:24:26
969,"Practice_969","Physical Therapy","6-20","GA",2021-12-14 06:25:08
970,"Practice_970","Physical Therapy","6-20","NC",2023-01-07 22:43:04
971,"Practice_971","Orthopedics","6-20","CO",2015-08-16 01:07:10
972,"Practice_972","Family Medicine","Solo","TX",2018-09-25 14:07:47
973,"Practice_973","Orthopedics","6-20","WA",2021-08-24 17:57:42
974,"Practice_974","Dental","6-20","CO",2023-07-28 22:41:33
975,"Practice_975","Dental","Solo","CO",2020-07-24 03:22:30
976,"Practice_976","Pediatrics","20+","NY",2020-06-08 06:48:10
977,"Practice_977","Physical Therapy","Solo","GA",2023-05-25 07:47:18
978,"Practice_978","Dental","Solo","AZ",2017-02-01 13:13:51
979,"Practice_979","Physical Therapy","2-5","IL",2019-04-10 21:28:54
980,"Practice_980","Physical Therapy","2-5","CA",2019-09-20 04:55:21
981,"Practice_981","Pediatrics","2-5","GA",2023-09-27 20:19:16
982,"Practice_982","Family Medicine","Solo","AZ",2023-01-25 21:17:57
983,"Practice_983","Dental","20+","NY",2023-11-23 11:38:40
984,"Practice_984","Dental","Solo","NY",2018-12-31 10:36:42
985,"Practice_985","Orthopedics","Solo","TX",2017-02-14 18:26:55
986,"Practice_986","Physical Therapy","Solo","AZ",2024-02-01 21:14:03
987,"Practice_987","Orthopedics","2-5","FL",2024-09-08 05:13:53
988,"Practice_988","Physical Therapy","6-20","IL",2022-11-08 12:27:56
989,"Practice_989","Dental","2-5","CA",2020-02-27 17:44:00
990,"Practice_990","Family Medicine","6-20","TX",2020-06-26 04:46:01
991,"Practice_991","Family Medicine","Solo","GA",2015-10-28 02:41:35
992,"Practice_992","Orthopedics","2-5","GA",2021-05-24 18:42:52
993,"Practice_993","Pediatrics","2-5","AZ",2021-11-29 12:34:31
994,"Practice_994","Physical Therapy","2-5","IL",2015-08-27 05:30:27
995,"Practice_995","Pediatrics","Solo","IL",2015-04-22 22:07:06
996,"Practice_996","Dental","2-5","GA",2015-03-03 15:57:06
997,"Practice_997","Family Medicine","2-5","FL",2023-05-24 10:39:18
998,"Practice_998","Dental","6-20","NY",2016-08-23 08:08:44
999,"Practice_999","Dermatology","2-5","IL",2024-04-17 12:20:54
1000,"Practice_1000","Physical Therapy","Solo","AZ",2019-03-11 20:03:55
1001,"Practice_1001","Dental","2-5","GA",2024-10-05 07:09:15
1002,"Practice_1002","Physical Therapy","Solo","NY",2020-12-06 15:41:27
1003,"Practice_1003","Family Medicine","6-20","NC",2015-06-09 04:48:49
1004,"Practice_1004","Orthopedics","2-5","CO",2017-04-21 13:30:26
1005,"Practice_1005","Family Medicine","Solo","NY",2018-01-03 08:38:51
1006,"Practice_1006","Orthopedics","20+","IL",2015-03-07 14:39:55
1007,"Practice_1007","Orthopedics","2-5","CO",2024-01-11 12:01:15
1008,"Practice_1008","Family Medicine","Solo","IL",2022-11-20 09:31:59
1009,"Practice_1009","Dental","2-5","AZ",2021-01-10 04:57:24
1010,"Practice_1010","Physical Therapy","Solo","WA",2018-11-24 02:55:49
1011,"Practice_1011","Dental","6-20","NY",2017-07-06 01:30:11
1012,"Practice_1012","Dermatology","6-20","CO",2015-12-07 14:44:35
1013,"Practice_1013","Family Medicine","20+","AZ",2016-01-17 23:09:43
1014,"Practice_1014","Dental","2-5","IL",2024-03-06 11:28:25
1015,"Practice_1015","Orthopedics","2-5","NY",2017-02-09 15:11:17
1016,"Practice_1016","Family Medicine","6-20","AZ",2015-09-15 18:37:43
1017,"Practice_1017","Dental","Solo","IL",2021-05-20 00:07:36
1018,"Practice_1018","Physical Therapy","2-5","WA",2022-04-26 04:08:36
1019,"Practice_1019","Family Medicine","2-5","WA",2022-09-09 10:13:36
1020,"Practice_1020","Dental","Solo","CA",2017-08-07 01:18:57
1021,"Practice_1021","Orthopedics","2-5","TX",2021-02-04 08:58:28
1022,"Practice_1022","Pediatrics","6-20","AZ",2023-03-22 14:19:34
1023,"Practice_1023","Family Medicine","6-20","TX",2017-07-27 16:25:42
1024,"Practice_1024","Dermatology","Solo","CA",2022-03-04 18:57:02
1025,"Practice_1025","Family Medicine","Solo","FL",2019-10-21 16:16:35
1026,"Practice_1026","Physical Therapy","Solo","NY",2023-02-10 20:23:57
1027,"Practice_1027","Family Medicine","6-20","IL",2016-09-25 15:56:13
1028,"Practice_1028","Family Medicine","Solo","GA",2020-10-25 10:15:38
1029,"Practice_1029","Pediatrics","2-5","TX",2022-08-01 06:14:54
1030,"Practice_1030","Family Medicine","Solo","TX",2016-05-22 07:47:05
1031,"Practice_1031","Dental","2-5","AZ",2021-10-13 09:45:30
1032,"Practice_1032","Physical Therapy","Solo","NY",2023-10-07 11:40:49
1033,"Practice_1033","Dental","6-20","AZ",2016-08-03 02:33:38
1034,"Practice_1034","Dental","Solo","WA",2020-07-09 01:39:26
1035,"Practice_1035","Dental","2-5","TX",2018-01-14 13:21:51
1036,"Practice_1036","Orthopedics","Solo","NY",2017-09-14 02:16:36
1037,"Practice_1037","Pediatrics","2-5","NC",2021-07-22 14:00:01
1038,"Practice_1038","Orthopedics","6-20","FL",2022-12-08 06:57:36
1039,"Practice_1039","Dental","Solo","IL",2019-12-26 01:04:53
1040,"Practice_1040","Pediatrics","6-20","CA",2017-04-14 17:17:48
1041,"Practice_1041","Physical Therapy","2-5","FL",2023-12-03 09:10:39
1042,"Practice_1042","Family Medicine","Solo","CA",2018-04-27 22:41:50
1043,"Practice_1043","Pediatrics","2-5","TX",2024-02-23 09:15:27
1044,"Practice_1044","Orthopedics","Solo","FL",2024-09-06 08:32:40
1045,"Practice_1045","Family Medicine","2-5","FL",2017-05-28 18:15:35
1046,"Practice_1046","Orthopedics","6-20","IL",2015-04-19 10:12:02
1047,"Practice_1047","Dental","Solo","GA",2017-10-29 05:32:52
1048,"Practice_1048","Dental","2-5","IL",2015-07-20 17:32:00
1049,"Practice_1049","Family Medicine","6-20","AZ",2022-12-15 16:50:21
1050,"Practice_1050","Dental","6-20","GA",2020-10-05 17:59:02
1051,"Practice_1051","Family Medicine","2-5","FL",2019-09-15 00:41:06
1052,"Practice_1052","Physical Therapy","20+","GA",2017-02-13 04:57:11
1053,"Practice_1053","Family Medicine","2-5","GA",2024-04-07 02:29:00
1054,"Practice_1054","Family Medicine","Solo","AZ",2018-07-21 22:39:48
1055,"Practice_1055","Dermatology","6-20","NY",2023-11-16 15:29:32
1056,"Practice_1056","Pediatrics","2-5","TX",2020-05-28 09:19:05
1057,"Practice_1057","Family Medicine","2-5","NY",2020-10-30 10:54:35
1058,"Practice_1058","Physical Therapy","2-5","TX",2021-08-12 14:27:27
1059,"Practice_1059","Physical Therapy","6-20","NY",2021-11-29 19:58:41
1060,"Practice_1060","Orthopedics","6-20","NY",2020-05-27 00:11:50
1061,"Practice_1061","Family Medicine","2-5","CA",2023-12-30 22:15:57
1062,"Practice_1062","Dermatology","Solo","GA",2016-10-25 02:06:46
1063,"Practice_1063","Family Medicine","2-5","WA",2021-02-10 08:47:55
1064,"Practice_1064","Physical Therapy","2-5","AZ",2018-01-05 13:59:50
1065,"Practice_1065","Physical Therapy","Solo","NY",2024-06-03 14:05:59
1066,"Practice_1066","Orthopedics","6-20","FL",2018-08-11 13:12:48
1067,"Practice_1067","Dental","2-5","NC",2020-07-09 05:24:36
1068,"Practice_1068","Dental","Solo","CA",2015-01-17 15:09:13
1069,"Practice_1069","Pediatrics","Solo","NC",2016-04-09 05:54:00
1070,"Practice_1070","Pediatrics","Solo","CO",2016-03-11 09:19:34
1071,"Practice_1071","Pediatrics","6-20","IL",2018-04-18 18:17:04
1072,"Practice_1072","Dental","Solo","CO",2024-11-07 13:56:44
1073,"Practice_1073","Dental","Solo","TX",2018-02-01 18:27:31
1074,"Practice_1074","Dental","2-5","NY",2020-03-15 01:25:39
1075,"Practice_1075","Dermatology","Solo","AZ",2022-08-16 21:11:26
1076,"Practice_1076","Physical Therapy","Solo","FL",2016-12-11 09:32:57
1077,"Practice_1077","Pediatrics","Solo","WA",2023-05-02 22:09:01
1078,"Practice_1078","Orthopedics","2-5","WA",2019-08-27 20:45:43
1079,"Practice_1079","Dental","2-5","CA",2024-05-14 16:51:03
1080,"Practice_1080","Family Medicine","Solo","CA",2019-04-18 03:45:56
1081,"Practice_1081","Family Medicine","2-5","CA",2024-01-16 00:49:18
1082,"Practice_1082","Dental","20+","CA",2021-02-06 22:45:11
1083,"Practice_1083","Physical Therapy","Solo","GA",2017-01-01 10:09:18
1084,"Practice_1084","Family Medicine","Solo","NY",2023-06-27 23:55:07
1085,"Practice_1085","Family Medicine","Solo","NC",2018-12-04 07:18:35
1086,"Practice_1086","Physical Therapy","2-5","NY",2024-10-01 04:19:46
1087,"Practice_1087","Orthopedics","6-20","NY",2021-03-13 13:39:10
1088,"Practice_1088","Dental","Solo","CO",2019-03-18 21:48:15
1089,"Practice_1089","Dermatology","2-5","AZ",2023-02-02 09:57:28
1090,"Practice_1090","Dental","Solo","FL",2023-10-15 20:45:01
1091,"Practice_1091","Family Medicine","2-5","TX",2020-07-18 14:23:28
1092,"Practice_1092","Orthopedics","6-20","AZ",2017-10-28 03:54:07
1093,"Practice_1093","Orthopedics","Solo","CA",2023-08-07 06:39:25
1094,"Practice_1094","Physical Therapy","2-5","NC",2024-05-03 04:09:51
1095,"Practice_1095","Dental","Solo","CO",2020-02-02 08:39:37
1096,"Practice_1096","Dental","2-5","GA",2017-11-15 23:29:05
1097,"Practice_1097","Dental","Solo","NC",2019-10-13 05:37:21
1098,"Practice_1098","Dental","6-20","CO",2016-01-20 06:34:04
1099,"Practice_1099","Family Medicine","Solo","IL",2021-01-08 21:22:31
1100,"Practice_1100","Pediatrics","6-20","GA",2021-07-19 17:33:25
1101,"Practice_1101","Dental","Solo","CA",2017-08-29 07:11:07
1102,"Practice_1102","Dermatology","2-5","TX",2016-08-30 07:43:55
1103,"Practice_1103","Family Medicine","Solo","CA",2024-05-30 14:33:31
1104,"Practice_1104","Family Medicine","6-20","NC",2019-11-01 11:32:44
1105,"Practice_1105","Dermatology","Solo","CA",2023-11-10 09:55:12
1106,"Practice_1106","Dental","Solo","IL",2018-08-23 23:11:50
1107,"Practice_1107","Pediatrics","2-5","CA",2018-12-25 15:03:27
1108,"Practice_1108","Family Medicine","Solo","CO",2023-01-08 07:00:49
1109,"Practice_1109","Orthopedics","Solo","WA",2020-09-15 08:24:01
1110,"Practice_1110","Dental","6-20","CA",2021-02-23 14:05:20
1111,"Practice_1111","Family Medicine","20+","IL",2015-11-22 19:00:19
1112,"Practice_1112","Dental","Solo","NY",2018-09-20 18:58:45
1113,"Practice_1113","Dental","6-20","NY",2019-06-12 06:58:37
1114,"Practice_1114","Physical Therapy","2-5","TX",2021-12-09 23:44:52
1115,"Practice_1115","Physical Therapy","Solo","TX",2024-06-07 17:31:31
1116,"Practice_1116","Physical Therapy","2-5","TX",2016-01-12 04:38:43
1117,"Practice_1117","Dental","2-5","AZ",2024-03-24 15:06:01
1118,"Practice_1118","Family Medicine","20+","FL",2020-12-22 04:51:26
1119,"Practice_1119","Pediatrics","Solo","TX",2020-07-26 11:43:02
1120,"Practice_1120","Dental","2-5","CA",2021-07-14 03:13:53
1121,"Practice_1121","Family Medicine","Solo","TX",2017-05-01 10:19:13
1122,"Practice_1122","Dermatology","Solo","FL",2019-05-02 18:49:55
1123,"Practice_1123","Family Medicine","Solo","AZ",2019-03-10 17:53:56
1124,"Practice_1124","Family Medicine","20+","FL",2021-02-03 11:22:56
1125,"Practice_1125","Orthopedics","6-20","NC",2016-03-31 07:16:08
1126,"Practice_1126","Physical Therapy","6-20","TX",2016-10-07 04:21:32
1127,"Practice_1127","Dental","2-5","TX",2021-08-23 13:32:27
1128,"Practice_1128","Physical Therapy","Solo","TX",2019-05-25 02:56:46
1129,"Practice_1129","Pediatrics","Solo","NC",2021-04-07 03:21:08
1130,"Practice_1130","Pediatrics","Solo","FL",2023-12-10 00:17:10
1131,"Practice_1131","Orthopedics","Solo","CO",2019-10-12 04:01:11
1132,"Practice_1132","Physical Therapy","6-20","CA",2016-07-26 02:00:45
1133,"Practice_1133","Dental","2-5","IL",2024-10-11 03:36:35
1134,"Practice_1134","Dental","Solo","CA",2017-02-18 09:08:36
1135,"Practice_1135","Orthopedics","Solo","TX",2017-06-29 13:16:44
1136,"Practice_1136","Dental","Solo","AZ",2023-04-11 09:01:33
1137,"Practice_1137","Family Medicine","2-5","NC",2015-02-02 00:37:29
1138,"Practice_1138","Physical Therapy","6-20","CO",2015-05-09 19:28:29
1139,"Practice_1139","Physical Therapy","2-5","GA",2022-11-08 12:38:39
1140,"Practice_1140","Physical Therapy","6-20","CO",2019-11-06 03:47:22
1141,"Practice_1141","Family Medicine","2-5","IL",2015-04-13 01:37:25
1142,"Practice_1142","Pediatrics","Solo","CA",2015-05-06 20:24:56
1143,"Practice_1143","Orthopedics","Solo","TX",2019-08-18 01:11:21
1144,"Practice_1144","Physical Therapy","6-20","WA",2023-05-05 00:32:13
1145,"Practice_1145","Pediatrics","6-20","GA",2016-07-02 08:33:17
1146,"Practice_1146","Family Medicine","Solo","TX",2022-01-08 00:03:01
1147,"Practice_1147","Family Medicine","2-5","NC",2024-10-01 18:30:36
1148,"Practice_1148","Orthopedics","2-5","GA",2018-09-01 21:46:42
1149,"Practice_1149","Family Medicine","2-5","IL",2024-04-28 07:54:05
1150,"Practice_1150","Family Medicine","6-20","WA",2020-02-16 02:36:01
1151,"Practice_1151","Orthopedics","2-5","FL",2018-03-06 21:20:53
1152,"Practice_1152","Family Medicine","2-5","FL",2023-07-08 23:45:56
1153,"Practice_1153","Orthopedics","Solo","FL",2016-06-22 09:55:39
1154,"Practice_1154","Orthopedics","Solo","AZ",2016-09-15 23:15:01
1155,"Practice_1155","Orthopedics","Solo","FL",2016-03-13 06:00:51
1156,"Practice_1156","Family Medicine","Solo","NY",2020-12-27 01:28:00
1157,"Practice_1157","Dental","2-5","GA",2021-09-11 04:45:04
1158,"Practice_1158","Family Medicine","2-5","WA",2016-07-28 11:04:36
1159,"Practice_1159","Family Medicine","Solo","NC",2024-01-02 00:23:25
1160,"Practice_1160","Dental","6-20","NY",2015-07-21 19:23:48
1161,"Practice_1161","Family Medicine","Solo","NY",2020-12-15 01:08:54
1162,"Practice_1162","Dental","Solo","WA",2021-11-21 22:14:36
1163,"Practice_1163","Pediatrics","Solo","NC",2020-12-01 22:30:03
1164,"Practice_1164","Orthopedics","Solo","GA",2024-09-16 21:44:03
1165,"Practice_1165","Dental","Solo","CA",2020-03-25 07:29:33
1166,"Practice_1166","Family Medicine","2-5","TX",2018-05-26 14:45:12
1167,"Practice_1167","Family Medicine","2-5","CA",2023-01-03 00:43:47
1168,"Practice_1168","Physical Therapy","20+","IL",2019-08-13 19:02:46
1169,"Practice_1169","Dental","Solo","WA",2021-08-07 10:36:04
1170,"Practice_1170","Pediatrics","Solo","CA",2021-05-24 11:54:39
1171,"Practice_1171","Orthopedics","Solo","CA",2016-11-29 00:54:12
1172,"Practice_1172","Dermatology","2-5","CA",2016-01-17 21:02:22
1173,"Practice_1173","Orthopedics","Solo","FL",2023-05-19 02:22:29
1174,"Practice_1174","Pediatrics","6-20","CO",2021-08-30 05:08:27
1175,"Practice_1175","Orthopedics","2-5","CA",2016-10-27 18:41:17
1176,"Practice_1176","Physical Therapy","2-5","TX",2015-06-09 07:19:23
1177,"Practice_1177","Family Medicine","2-5","WA",2019-12-18 00:02:19
1178,"Practice_1178","Dental","Solo","IL",2017-07-20 07:28:55
1179,"Practice_1179","Family Medicine","Solo","CO",2018-08-27 20:05:11
1180,"Practice_1180","Physical Therapy","Solo","AZ",2015-05-07 12:56:46
1181,"Practice_1181","Dermatology","2-5","TX",2023-09-10 11:41:06
1182,"Practice_1182","Pediatrics","Solo","TX",2016-05-04 22:58:48
1183,"Practice_1183","Orthopedics","Solo","FL",2019-07-18 18:56:04
1184,"Practice_1184","Family Medicine","20+","FL",2018-07-22 06:18:44
1185,"Practice_1185","Dental","Solo","WA",2015-04-17 19:12:05
1186,"Practice_1186","Family Medicine","6-20","TX",2022-09-17 04:11:02
1187,"Practice_1187","Orthopedics","6-20","NC",2021-04-30 08:41:04
1188,"Practice_1188","Dental","Solo","NC",2019-12-11 14:39:38
1189,"Practice_1189","Pediatrics","Solo","WA",2015-01-20 20:23:47
1190,"Practice_1190","Orthopedics","Solo","CA",2016-10-25 16:48:38
1191,"Practice_1191","Dental","2-5","NY",2015-10-06 22:34:56
1192,"Practice_1192","Physical Therapy","2-5","AZ",2020-02-25 08:43:43
1193,"Practice_1193","Pediatrics","6-20","IL",2020-10-06 05:12:57
1194,"Practice_1194","Orthopedics","6-20","FL",2016-09-21 05:39:39
1195,"Practice_1195","Dental","2-5","IL",2023-01-02 19:41:21
1196,"Practice_1196","Family Medicine","Solo","NY",2016-10-07 05:00:09
1197,"Practice_1197","Dermatology","Solo","GA",2021-01-24 16:34:20
1198,"Practice_1198","Dermatology","6-20","WA",2024-07-28 02:15:01
1199,"Practice_1199","Orthopedics","Solo","CA",2017-10-23 14:54:16
1200,"Practice_1200","Dental","Solo","CO",2016-03-28 06:35:02
1201,"Practice_1201","Family Medicine","2-5","CA",2019-07-19 16:32:53
1202,"Practice_1202","Dental","2-5","TX",2016-06-21 07:54:05
1203,"Practice_1203","Dental","6-20","CA",2021-04-08 09:15:47
1204,"Practice_1204","Pediatrics","2-5","TX",2016-06-20 22:53:20
1205,"Practice_1205","Physical Therapy","Solo","IL",2021-02-19 23:52:40
1206,"Practice_1206","Family Medicine","6-20","GA",2020-11-24 16:23:59
1207,"Practice_1207","Orthopedics","Solo","FL",2023-12-28 10:15:38
1208,"Practice_1208","Physical Therapy","Solo","GA",2017-08-03 15:36:04
1209,"Practice_1209","Pediatrics","2-5","TX",2016-11-07 11:33:43
1210,"Practice_1210","Dermatology","Solo","CO",2020-10-26 09:55:18
1211,"Practice_1211","Physical Therapy","2-5","NY",2023-03-25 09:26:31
1212,"Practice_1212","Physical Therapy","Solo","IL",2023-09-28 07:38:40
1213,"Practice_1213","Dental","2-5","IL",2021-08-31 13:01:15
1214,"Practice_1214","Family Medicine","Solo","CA",2024-12-11 19:30:40
1215,"Practice_1215","Orthopedics","6-20","FL",2018-03-20 14:26:53
1216,"Practice_1216","Dental","6-20","CA",2021-05-18 18:22:56
1217,"Practice_1217","Dental","Solo","CA",2016-02-17 21:05:41
1218,"Practice_1218","Orthopedics","Solo","TX",2018-07-10 16:12:10
1219,"Practice_1219","Orthopedics","Solo","NY",2023-12-28 05:49:25
1220,"Practice_1220","Pediatrics","Solo","FL",2022-03-09 14:52:18
1221,"Practice_1221","Dermatology","6-20","CA",2021-01-16 06:12:25
1222,"Practice_1222","Dental","2-5","IL",2021-12-22 03:08:59
1223,"Practice_1223","Physical Therapy","Solo","CA",2021-04-27 07:52:41
1224,"Practice_1224","Family Medicine","Solo","AZ",2022-11-21 06:52:37
1225,"Practice_1225","Physical Therapy","Solo","WA",2017-12-03 13:10:57
1226,"Practice_1226","Orthopedics","2-5","IL",2015-02-23 15:19:51
1227,"Practice_1227","Pediatrics","Solo","AZ",2018-11-26 11:58:54
1228,"Practice_1228","Pediatrics","20+","WA",2024-12-06 12:29:03
1229,"Practice_1229","Dermatology","6-20","CO",2023-07-13 04:22:36
1230,"Practice_1230","Physical Therapy","Solo","AZ",2021-03-25 02:37:23
1231,"Practice_1231","Family Medicine","2-5","TX",2024-02-03 11:19:25
1232,"Practice_1232","Dental","6-20","CO",2023-03-31 11:02:02
1233,"Practice_1233","Dental","2-5","NC",2021-05-25 04:14:23
1234,"Practice_1234","Dental","Solo","FL",2016-01-26 22:25:06
1235,"Practice_1235","Orthopedics","Solo","IL",2015-11-26 10:05:14
1236,"Practice_1236","Pediatrics","6-20","NC",2023-11-26 05:17:06
1237,"Practice_1237","Family Medicine","2-5","IL",2021-04-10 03:43:17
1238,"Practice_1238","Physical Therapy","2-5","FL",2015-07-17 03:21:28
1239,"Practice_1239","Dermatology","6-20","FL",2017-09-03 03:49:04
